,video_id,video_path,duration,begin_frame,end_grame,captions
800,v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,151.27,67.31,141.44, Then she shows how to do the foot work as she moves her hips in circles.
801,v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,151.27,97.56,141.44, She simultaneously moves her hips and as she moves sideways.
802,v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,151.27,114.22,141.44, Then she extends her hands and up on one side as she continues to move along sideways.
803,v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,151.27,132.36,141.44, She repeats the steps going back and forth as she twirls her hips.
804,v_SQncxXAlBFE,https://www.youtube.com/watch?v=SQncxXAlBFE,125.59,0,43.95,A woman body builder slowly lifts a giant barbell of weights up into the air.
805,v_SQncxXAlBFE,https://www.youtube.com/watch?v=SQncxXAlBFE,125.59,49.61,125.59," She lifts it to her chest, Then over her head before freezing in place."
806,v_k3yRK68SEDE,https://www.youtube.com/watch?v=k3yRK68SEDE,41.04,0,41.04,Two men are sitting at a table.
807,v_k3yRK68SEDE,https://www.youtube.com/watch?v=k3yRK68SEDE,41.04,6.15,36.13, The men engage in a game of arm wrestling.
808,v_k3yRK68SEDE,https://www.youtube.com/watch?v=k3yRK68SEDE,41.04,36.33,41.04, One of them beats the other.
809,v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,234.16,0,52.68,"Cake chemistry explaining how to do a at home experiment, They give all the ingredients needed and begin to explain what they will be doing."
810,v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,234.16,52.68,100.69, The start to give step by step instructions on how to mix the ingredients together.
811,v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,234.16,52.68,94.83, They give very detailed information about what to do before putting them in the oven.
812,v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,234.16,94.83,234.16," Once, they come out of the oven they explain the difference between all of the cakes and the different ingredients they did not put in each to see why the results were different."
813,v_rbDbXXqaZaM,https://www.youtube.com/watch?v=rbDbXXqaZaM,117.68,0,104.15,A man drives a mowing machine to cut the grass of a backyard.
814,v_rbDbXXqaZaM,https://www.youtube.com/watch?v=rbDbXXqaZaM,117.68,104.73,117.68, The man pass on front the home to continues mowing the other parts of the yard.
815,v_htfrXrKUIzg,https://www.youtube.com/watch?v=htfrXrKUIzg,128.11,2.55,54.43,A man is seen standing behind a large animal holding a razor and speaking to the camera.
816,v_htfrXrKUIzg,https://www.youtube.com/watch?v=htfrXrKUIzg,128.11,53.79,126.18, The man then shaves all around the dog while stopping to speak to the camera and pet the dog.
817,v_fynO9wmckLA,https://www.youtube.com/watch?v=fynO9wmckLA,106.26,0,46.22,"Two young men are standing indoors, talking to the camera."
818,v_fynO9wmckLA,https://www.youtube.com/watch?v=fynO9wmckLA,106.26,50.47,106.26," They demonstrate how they run on a track, and do a long jump into sand."
819,v_pmPEfkb8roQ,https://www.youtube.com/watch?v=pmPEfkb8roQ,30.86,0,11.72,A fence in front of a house is shown.
820,v_pmPEfkb8roQ,https://www.youtube.com/watch?v=pmPEfkb8roQ,30.86,11.72,30.86, A man wearing white starts painting the fence.
821,v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,36.84,3.86,7.36,A person in blue pants is raking some fallen leaves from the ground.
822,v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,36.84,7.36,12.89, There is a black dog and a white dog jumping around the person raking the leaves.
823,v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,36.84,12.89,17.87, The white dog is trying to bite off the rake.
824,v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,36.84,17.87,27.28," Both the dogs are playing around the man raking the leaves, trying to bite the rake."
825,v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,36.84,27.28,27.64, The person is moving the rake in circles as the dogs are jumping around him.
826,v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,106.01,15.89,104.43,A butterfly is flying on the screen with words on slides.
827,v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,106.01,51.95,73.69, A person is mixing ingredients in a bowl.
828,v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,106.01,74.22,84.81, They spoon the dough onto a cookie sheet.
829,v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,106.01,83.76,94.36, Bakes cookies are shown stacked up on a plate.
830,v_P6lwZ6gKvUw,https://www.youtube.com/watch?v=P6lwZ6gKvUw,136.55,1.37,57.34,A person is seen sitting in a chair and leads into her peeling a potato with a knife.
831,v_P6lwZ6gKvUw,https://www.youtube.com/watch?v=P6lwZ6gKvUw,136.55,61.45,132.46, The person then finishes peeling the potatoes and putting it down.
832,v_JV4ss42WZG8,https://www.youtube.com/watch?v=JV4ss42WZG8,65.83,0.99,19.75,A person is seen cutting up various fruits while also seen speaking to the camera.
833,v_JV4ss42WZG8,https://www.youtube.com/watch?v=JV4ss42WZG8,65.83,16.79,50.02, The person mixes various ingredients into a container of water.
834,v_JV4ss42WZG8,https://www.youtube.com/watch?v=JV4ss42WZG8,65.83,45.41,64.18, The person spins around the container in the end.
835,v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,15.39,0.07,15.15,A person's hand washes a grey cat in a white tub of water.
836,v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,15.39,0.37,8.47,"  A grey cat is sitting in a white tub of clear water, drenched in water."
837,v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,15.39,0.68,6.07,  A hand with a tattoo appears and wipes the cat's back with a red cloth.
838,v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,15.39,7.07,12.31,  The hand then wipes the cat's neck and the back of its head with the red cloth.
839,v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,15.39,12.39,15.09,"  The hand, finally, lets the red cloth fall into the water as the hand holds itself up to the cat's nose."
840,v_heLlfK--Bx0,https://www.youtube.com/watch?v=heLlfK--Bx0,80.91,0,15.38,A girl is standing with her back turned on a court.
841,v_heLlfK--Bx0,https://www.youtube.com/watch?v=heLlfK--Bx0,80.91,17.39,47.34," She turns, accidentally dropping a rope."
842,v_heLlfK--Bx0,https://www.youtube.com/watch?v=heLlfK--Bx0,80.91,49.36,80.91," She then performs, spinning and jumping with the rope."
843,v_hR6VFvMXCN4,https://www.youtube.com/watch?v=hR6VFvMXCN4,147.63,0,28.79,A close up of a flame is shown followed by audience members standing up and athletes standing ready.
844,v_hR6VFvMXCN4,https://www.youtube.com/watch?v=hR6VFvMXCN4,147.63,28.04,57.58, Hitler then watches a man jump into a pit as well as several other runners after him.
845,v_hR6VFvMXCN4,https://www.youtube.com/watch?v=hR6VFvMXCN4,147.63,54.61,147.63, More athletes continue jumping while the audience gets riled up and ends with soldiers raising flags up to the sky.
846,v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,197.86,5.94,72.22,A chef shows all the ingredients to do pasta.
847,v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,197.86,73.2,101.9," Then, the chef puts the pasta in hot water, then pours oil in a pan."
848,v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,197.86,101.9,164.22," Next, the chef adds to the pan the garlic, tomatoes, basil, salt, pepper and the cooked pasta and mix."
849,v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,197.86,165.21,176.08," After, the chef adds the parmesan cheese on top the pasta and serves in a dish."
850,v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,197.86,177.08,197.86, The chef put cheese and two green leaves on top the pasta in the dish.
851,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,15.64,22.48,A woman ballerina dressed in a pink skirt and white blouse is standing in pose with her back bent forward and hands on her sides on a stage.
852,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,22.48,47.91, A man in blue jeans and a white shirt walks in and strokes her back with a yellow cloth.
853,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,47.91,74.31, Then a little girl ballerina comes and bumps into the woman.
854,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,74.31,89.97, The woman breaks into a dance every time the little girl ballerina taps her.
855,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,89.97,105.61, The little girl picks up a pair of wings and tries to put it on her back.
856,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,105.61,129.08, The woman starts doing some ballet moves.
857,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,129.08,150.6, She continues to dance to ballet moves as the little girl walks away.
858,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,150.6,185.8, The woman ballerina twists and twirls on her toes as she dances to music.
859,v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,195.58,185.8,195.58, The crowd applauds and the man in the white shirt and blue jeans lifts her up and walks off the stage.
860,v_cByxAZfw_hM,https://www.youtube.com/watch?v=cByxAZfw_hM,51.06,0,51.06,man is running in a race track and make a long jump while people in stands is watching him an clapping.
861,v_cByxAZfw_hM,https://www.youtube.com/watch?v=cByxAZfw_hM,51.06,0,35.22, people on side of the racetrack is sitting on a side.
862,v_TGVWaA_xTGE,https://www.youtube.com/watch?v=TGVWaA_xTGE,122.97,0,73.77,A woman is seen sitting behind a set of bongo drums and playing along while speaking to the camera.
863,v_TGVWaA_xTGE,https://www.youtube.com/watch?v=TGVWaA_xTGE,122.97,47.34,114.98, The woman continues hitting the drums while speaking to the camera and singing along.
864,v_vvdmMyyAtN0,https://www.youtube.com/watch?v=vvdmMyyAtN0,222.1,0,23.31,A woman is lying on a bed with her hair spread.
865,v_vvdmMyyAtN0,https://www.youtube.com/watch?v=vvdmMyyAtN0,222.1,24.43,133.25, There are several images of her from behind with very long hair.
866,v_vvdmMyyAtN0,https://www.youtube.com/watch?v=vvdmMyyAtN0,222.1,137.69,222.1, We then see numerous images of her with her hair cut off to shoulder length.
867,v_VJyNbaAz6Xs,https://www.youtube.com/watch?v=VJyNbaAz6Xs,167.44,0.83,19.26,A man in a red coat is outside on a snowboard.
868,v_VJyNbaAz6Xs,https://www.youtube.com/watch?v=VJyNbaAz6Xs,167.44,14.22,39.34, He starts going down a course and doing some really cool tricks while moving.
869,v_VJyNbaAz6Xs,https://www.youtube.com/watch?v=VJyNbaAz6Xs,167.44,39.34,97.94, Some men are rubbing down their boards and another gets on the field and starts doing some flips and stuff in mid air.
870,v_VJyNbaAz6Xs,https://www.youtube.com/watch?v=VJyNbaAz6Xs,167.44,97.94,167.44," These are all pretty experienced people on the boards, they are even boarding through water and having a good time."
871,v_lroya8XhuPs,https://www.youtube.com/watch?v=lroya8XhuPs,188.44,0,49,woman is standing talking to the camera holding a microphone and interviewing voleyball players.
872,v_lroya8XhuPs,https://www.youtube.com/watch?v=lroya8XhuPs,188.44,16.95,49, men are standing in a sandy field being interviewed.
873,v_lroya8XhuPs,https://www.youtube.com/watch?v=lroya8XhuPs,188.44,49,170.55, men are in sandy field showing he girl how to play beach soccer.
874,v_lroya8XhuPs,https://www.youtube.com/watch?v=lroya8XhuPs,188.44,170.55,188.44, woman is sin front of the net talking to the camera.
875,v_dWPlarw_xg8,https://www.youtube.com/watch?v=dWPlarw_xg8,214.69,0,63.33,A man gets pumped up to do a long jump then does it.
876,v_dWPlarw_xg8,https://www.youtube.com/watch?v=dWPlarw_xg8,214.69,67.62,214.69,  Others go next and try to get the crowd pumped up for their respective long jumps.
877,v_q-RNYziOHjE,https://www.youtube.com/watch?v=q-RNYziOHjE,142.99,0,31.45,A black female is talking to the screen with long blonde curly hair and a black sweater.
878,v_q-RNYziOHjE,https://www.youtube.com/watch?v=q-RNYziOHjE,142.99,31.45,62.91,A blow dryer is shown and the lady then begins drying a girl's hair.
879,v_q-RNYziOHjE,https://www.youtube.com/watch?v=q-RNYziOHjE,142.99,62.91,115.11,The girls hair is then shown extremely curly and the young lady has trouble drying her hair.
880,v_q-RNYziOHjE,https://www.youtube.com/watch?v=q-RNYziOHjE,142.99,115.11,142.99,The Red by Kiss blow dryer is shown again and the lady continues drying the young lady's hair.
881,v_Cjq9wf9XnX0,https://www.youtube.com/watch?v=Cjq9wf9XnX0,33.95,0,6.11,man is putting the lifts on a pole.
882,v_Cjq9wf9XnX0,https://www.youtube.com/watch?v=Cjq9wf9XnX0,33.95,6.11,33.95, man is standing in middle of a room in a gym lifting weight.
883,v_Cjq9wf9XnX0,https://www.youtube.com/watch?v=Cjq9wf9XnX0,33.95,6.78,33.95, a lot of different lifts are stacked in the gym.
884,v_ffWMjZCysO0,https://www.youtube.com/watch?v=ffWMjZCysO0,218.63,0,62.31,A person is seen running along the road wearing equipment and speaking to the camera.
885,v_ffWMjZCysO0,https://www.youtube.com/watch?v=ffWMjZCysO0,218.63,61.22,158.5, The man runs around using strings as well as speaking to the camera.
886,v_ffWMjZCysO0,https://www.youtube.com/watch?v=ffWMjZCysO0,218.63,131.17,210.99, The man continues speaking while more shots are shown of him running.
887,v_NttjvRpSdsI,https://www.youtube.com/watch?v=NttjvRpSdsI,61.45,0,61.45,People are sitting in stands watching people.
888,v_NttjvRpSdsI,https://www.youtube.com/watch?v=NttjvRpSdsI,61.45,0,61.15, The people are in robes.
889,v_NttjvRpSdsI,https://www.youtube.com/watch?v=NttjvRpSdsI,61.45,4.92,61.15, They are doing karate moves on the floor.
890,v_XCXcwMyrqYM,https://www.youtube.com/watch?v=XCXcwMyrqYM,75.62,0,16.26,A man talks about a bow he is using in front of an open field.
891,v_XCXcwMyrqYM,https://www.youtube.com/watch?v=XCXcwMyrqYM,75.62,17.02,54.83, The man shows how to use the bow by hitting a target in the field.
892,v_XCXcwMyrqYM,https://www.youtube.com/watch?v=XCXcwMyrqYM,75.62,31.01,42.72, Several vehicles drive down a road behind the field.
893,v_XCXcwMyrqYM,https://www.youtube.com/watch?v=XCXcwMyrqYM,75.62,0,75.62, Cows graze behind the road.
894,v_XCXcwMyrqYM,https://www.youtube.com/watch?v=XCXcwMyrqYM,75.62,55.2,75.62, The man hits his last target and walks away.
895,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,0,5.19,A male bartender stands behind a bar in front of drinks and mixing cups.
896,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,5.8,10.39, The man picks up a steel sup and pours its contents of ice into a glass he holds in opposite hand.
897,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,10.39,18.62, The man then picks up a small steel shot glass and fills it with liquir.
898,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,18.32,24.73, The man then pours the liquir into from the shot glass into the glass cup with ice.
899,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,18.02,24.73, The man picks up another glass with red juice inside and pours it into the glass with ice before setting back down.
900,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,24.44,35.43, The man pours the cup with all the liquids into a mixing cup then uses it to cap and shake the mixer.
901,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,35.43,38.18," The man stops shaking and sepperates the two cups, setting them back on the counter."
902,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,37.88,40.93, The man grabs a third empty glass and moves it to the opposite side of the counter.
903,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,40.02,47.34, The man picks up the mixer and pours its contents into the empty glass before setting it back down.
904,v_JnYteBN2LDI,https://www.youtube.com/watch?v=JnYteBN2LDI,61.09,48.25,61.09, The man then adds a staw and miniature umbrella into the drink for decoration before holding up the glass.
905,v_NsYBZUTzgDw,https://www.youtube.com/watch?v=NsYBZUTzgDw,33.06,0,9.26,A woman lifts up a cat from the table and sits down with it in her lap.
906,v_NsYBZUTzgDw,https://www.youtube.com/watch?v=NsYBZUTzgDw,33.06,10.09,33.06, The woman uses trimming scissors to cut the cats claws.
907,v_43j1BAyP6Q0,https://www.youtube.com/watch?v=43j1BAyP6Q0,179.05,0.89,177.25,An unseen person navigates several Amazon dot com pages on exercise equipment.
908,v_43j1BAyP6Q0,https://www.youtube.com/watch?v=43j1BAyP6Q0,179.05,0.89,105.63,"  An Amazon page showing an exercise machine alone is shown, followed by another image of a Amazon page showing a woman using an exercise  machine along with a price and information about the equipment."
909,v_43j1BAyP6Q0,https://www.youtube.com/watch?v=43j1BAyP6Q0,179.05,105.63,176.36,  Another page showing a eliptical trainer is shown in which an active computer mouse is navigating the review for the item at which point another model elliptical trainer on another page is shown.
910,v_HeHQxObROwQ,https://www.youtube.com/watch?v=HeHQxObROwQ,92.69,0,17.61,A woman is spreading shaving cream on another woman's legs.
911,v_HeHQxObROwQ,https://www.youtube.com/watch?v=HeHQxObROwQ,92.69,17.61,39.4, She puts her hands under water and begins to shave the woman's legs for her.
912,v_HeHQxObROwQ,https://www.youtube.com/watch?v=HeHQxObROwQ,92.69,39.4,62.56, She starts from bottom to top of the leg and continues that motion.
913,v_HeHQxObROwQ,https://www.youtube.com/watch?v=HeHQxObROwQ,92.69,62.56,92.23," The video is very unsteady, but the woman continues to shave her friends leg."
914,v_tjuYS-6UC_M,https://www.youtube.com/watch?v=tjuYS-6UC_M,167.46,0,49.4,"A pinata hangs from a tree, as a group of girls stand in front of it."
915,v_tjuYS-6UC_M,https://www.youtube.com/watch?v=tjuYS-6UC_M,167.46,54.43,140.66, One has a stick and is blindfolded.
916,v_tjuYS-6UC_M,https://www.youtube.com/watch?v=tjuYS-6UC_M,167.46,141.5,167.46," She hits the pinata, then walks away."
917,v_MGF7I9aCPPM,https://www.youtube.com/watch?v=MGF7I9aCPPM,65.16,0,29.64,A woman in a pink shirt is riding a cycle bike.
918,v_MGF7I9aCPPM,https://www.youtube.com/watch?v=MGF7I9aCPPM,65.16,29.31,38.11, She is then doing push ups on the ground.
919,v_MGF7I9aCPPM,https://www.youtube.com/watch?v=MGF7I9aCPPM,65.16,42.02,49.18, She does sit ups on the ground.
920,v_NnEUVHhtLZs,https://www.youtube.com/watch?v=NnEUVHhtLZs,138.21,0,9.67,"a man is seated, talking to a talk show host."
921,v_NnEUVHhtLZs,https://www.youtube.com/watch?v=NnEUVHhtLZs,138.21,13.13,78.77, They are animated as they speak to one another.
922,v_NnEUVHhtLZs,https://www.youtube.com/watch?v=NnEUVHhtLZs,138.21,85,138.21," They continue talking, then the host presents the man with a gift."
923,v_zCI36lTmBqY,https://www.youtube.com/watch?v=zCI36lTmBqY,165.55,0,25.65,A man is sitting inside on a chair inhaling from a pipe that looked like it was an oboe.
924,v_zCI36lTmBqY,https://www.youtube.com/watch?v=zCI36lTmBqY,165.55,25.65,69.52, He takes the hose out of his mouth and start to exhale forming O's in the air.
925,v_zCI36lTmBqY,https://www.youtube.com/watch?v=zCI36lTmBqY,165.55,69.52,113.41, He starts to blow his smoke in a container and makes some really cool circles i have never seen anything like it.
926,v_zCI36lTmBqY,https://www.youtube.com/watch?v=zCI36lTmBqY,165.55,113.41,165.55," It's pretty cool how he is forming the o's, just relaxing and enjoy simple fun."
927,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,0,24.35,A man stands at the front of his minivan and shows it.
928,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,25.29,49.63, The man leans on the tailgate of his van and shows storage cargo features inside.
929,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,42.15,70.23, The man assembles together poles.
930,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,70.23,112.38, The man sits in the drivers seat of the van and places the rod frame into a socket and twists it around.
931,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,114.26,152.66, The man adjusts the rod and reaches under the van to remove a spare tire.
932,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,149.85,164.83, The man removes the spare tire from its enclosure.
933,v_LmWcpkqUurg,https://www.youtube.com/watch?v=LmWcpkqUurg,187.32,165.77,178.88, The man works on installing the new tire.
934,v_t8_XO-nWaYg,https://www.youtube.com/watch?v=t8_XO-nWaYg,74.93,7.11,16.86,There are two teenage boys playing and solving the Rubic's cube.
935,v_t8_XO-nWaYg,https://www.youtube.com/watch?v=t8_XO-nWaYg,74.93,16.86,30.35, Another small boy comes in there and takes a look at the camera.
936,v_t8_XO-nWaYg,https://www.youtube.com/watch?v=t8_XO-nWaYg,74.93,30.35,57.31, The teenagers are competing against each other to solve the cube.
937,v_t8_XO-nWaYg,https://www.youtube.com/watch?v=t8_XO-nWaYg,74.93,57.31,67.44, They both finish almost at the same time and solve the Rubic's cube.
938,v_t8_XO-nWaYg,https://www.youtube.com/watch?v=t8_XO-nWaYg,74.93,67.44,71.93, They proudly show off their skills in the camera.
939,v_EhxFw5Eb1VE,https://www.youtube.com/watch?v=EhxFw5Eb1VE,67.11,1,17.45,"The male athlete is standing by the two poles, raised his arms up, then jumped on the poles with his arms, while under him, a man pull out a red beam."
940,v_EhxFw5Eb1VE,https://www.youtube.com/watch?v=EhxFw5Eb1VE,67.11,11.4,67.11," The athlete perform his exhibition on the poles, he stand on his arms while his feet and legs are extended straight up in the air, he turns around, swirl, jumped and twist around then jumped on the mat, standing straight."
941,v_1BfYAuxv6Wk,https://www.youtube.com/watch?v=1BfYAuxv6Wk,63.58,4.76,10.81,Maria is demonstrating how to make a Nyquil cocktail drink.
942,v_1BfYAuxv6Wk,https://www.youtube.com/watch?v=1BfYAuxv6Wk,63.58,10.81,16.85, She shows the ingredients required for the drink.
943,v_1BfYAuxv6Wk,https://www.youtube.com/watch?v=1BfYAuxv6Wk,63.58,16.85,22.88," She points to vodka, jagermeister and food coloring."
944,v_1BfYAuxv6Wk,https://www.youtube.com/watch?v=1BfYAuxv6Wk,63.58,22.88,31.79, She then takes a shaker and pours and vodka and the jagermeister.
945,v_1BfYAuxv6Wk,https://www.youtube.com/watch?v=1BfYAuxv6Wk,63.58,31.79,45.45, Then adds some ice in it and shakes it.
946,v_1BfYAuxv6Wk,https://www.youtube.com/watch?v=1BfYAuxv6Wk,63.58,45.45,47.68, She uses a strainer to strain the drink into a cocktail glass and places the glass on the table.
947,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,0,9.65,There are some men shaving with Gillette shaving gel.
948,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,0,2.25, There's a model whose face is completely lathered with shaving gel and he is using a blue razor to shave his face.
949,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,2.1,9.51, Another male model also has his entire face lathered with shaving gel.
950,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,2.49,5.51, He is also shaving his face with a blue razor.
951,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,3.4,5.13, He shaves his cheeks and mustache area.
952,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,4.9,6.71, He pumps out a small amount gel on his hands.
953,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,6.26,9.65, Then shows the difference between regular foam cream and gel shaving cream and continues having.
954,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,9.43,12, He then poses with a lady model who touches his face to feel his smooth skin.
955,v_ueDoskgg2yw,https://www.youtube.com/watch?v=ueDoskgg2yw,15.09,11.77,15.09, The entire Gillette shaving set is shown.
956,v_sgwg1C3i-Vw,https://www.youtube.com/watch?v=sgwg1C3i-Vw,118.33,0,11.23,An introduction for a canoe sporting brand appears on the screen.
957,v_sgwg1C3i-Vw,https://www.youtube.com/watch?v=sgwg1C3i-Vw,118.33,11.23,33.13, Several people are shown preparing to get their canoes into the water on a snowy day.
958,v_sgwg1C3i-Vw,https://www.youtube.com/watch?v=sgwg1C3i-Vw,118.33,33.13,37.27, Several other people get off of a bus and head toward the water.
959,v_sgwg1C3i-Vw,https://www.youtube.com/watch?v=sgwg1C3i-Vw,118.33,33.13,77.51, People are then shown doing several canoe an skiing training exercises.
960,v_sgwg1C3i-Vw,https://www.youtube.com/watch?v=sgwg1C3i-Vw,118.33,37.86,115.95," Then, in the water, people are shown canoeing and having fun."
961,v_sgwg1C3i-Vw,https://www.youtube.com/watch?v=sgwg1C3i-Vw,118.33,115.37,118.33, The video ends with the canoesport website displayed.
962,v_v4KygkYPdp0,https://www.youtube.com/watch?v=v4KygkYPdp0,193.24,0.97,4.82,The credits of the clip are shown.
963,v_v4KygkYPdp0,https://www.youtube.com/watch?v=v4KygkYPdp0,193.24,5.8,11.59, A person rests his hands on the top of drums.
964,v_v4KygkYPdp0,https://www.youtube.com/watch?v=v4KygkYPdp0,193.24,12.56,164.25, The person is playing the drums.
965,v_v4KygkYPdp0,https://www.youtube.com/watch?v=v4KygkYPdp0,193.24,79.23,102.41, The person claps their hands.
966,v_v4KygkYPdp0,https://www.youtube.com/watch?v=v4KygkYPdp0,193.24,165.22,169.08, The person puts his fingers together.
967,v_v4KygkYPdp0,https://www.youtube.com/watch?v=v4KygkYPdp0,193.24,171,191.3, The credits of the clip are shown.
968,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,0,15.63,A woman holds a yellow ball behind her neck.
969,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,15.63,19.54, She turns around and launches the ball onto a field.
970,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,21.01,22.95, People run to measure the distance.
971,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,30.78,36.15, A man in a red shirt holds a ball behind his neck.
972,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,36.15,38.11, He turns around and launches the ball on the field.
973,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,38.11,42.02, People run to measure the distance of it.
974,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,49.34,57.15, Another woman holds a ball behind her neck.
975,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,57.65,61.56, She also turns around and launches the ball onto the field.
976,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,61.56,64.48, People then run over to measure the distance.
977,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,66.44,70.34, She waves at the crowd.
978,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,70.83,75.73, She then throws the ball again.
979,v_2dFLbFsFyuY,https://www.youtube.com/watch?v=2dFLbFsFyuY,97.7,81.58,94.29, The results then flash on the screen.
980,v_zDPsJ3ECaTI,https://www.youtube.com/watch?v=zDPsJ3ECaTI,221.39,0,24.35,An intro starts and begins showing a group of people.
981,v_zDPsJ3ECaTI,https://www.youtube.com/watch?v=zDPsJ3ECaTI,221.39,24.35,205.89, Various people perform a dance routine together with an instructor performing front and center.
