,index,video_id,video_path,duration,begin_frame,end_frame,captions,subject,predicate,object
421,209,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,15.68,63.18, They put the limes and sugar into a blender.,limes,into,blender
422,210,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,64.98,66.33, They strain the juice and pour it into a jar.,juice,pour into,jar
423,210,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,64.98,66.33, They strain the juice and pour it into a jar.,juice,is,strained
424,211,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,68.56,80.22, They put a straw and a lime wedge on the rim of the glass.,straw,on,rim
425,211,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,68.56,80.22, They put a straw and a lime wedge on the rim of the glass.,lime wedge,on,rim
426,211,v_Kp7pUEKrb8Q,https://www.youtube.com/watch?v=Kp7pUEKrb8Q,89.62,68.56,80.22, They put a straw and a lime wedge on the rim of the glass.,glass,have,rim
427,212,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,0,33.59,A child scrubs out the kitchen sink using a brush.,child,scrub out,sink
428,212,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,0,33.59,A child scrubs out the kitchen sink using a brush.,child,use,brush
429,212,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,0,33.59,A child scrubs out the kitchen sink using a brush.,sink,is,kitchen
430,213,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,34.36,38.22, The boy turns on the sink faucet.,faucet,is,sink
431,213,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,34.36,38.22, The boy turns on the sink faucet.,boy,turn on,faucet
432,214,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,36.68,69.51, The child uses the faucet nozzle to rinse out the sink.,child,use,faucet nozzle
433,214,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,36.68,69.51, The child uses the faucet nozzle to rinse out the sink.,faucet nozzle,is,sink
434,215,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,69.88,73.37, The boy returns the sink nozzle to the faucet and turns off the water.,boy,return,nozzle
435,215,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,69.88,73.37, The boy returns the sink nozzle to the faucet and turns off the water.,nozzle,to,faucet
436,216,v_5lre5zbUV1Q,https://www.youtube.com/watch?v=5lre5zbUV1Q,77.23,69.88,73.37, The boy returns the sink nozzle to the faucet and turns off the water.,boy,turn off,water
437,217,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,0,13.19,A dealer is shown laying out cards on a table while other people's hands are shown on the side.,dealer,lay out,cards
438,217,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,0,13.19,A dealer is shown laying out cards on a table while other people's hands are shown on the side.,dealer,on,table
439,218,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,0,13.19,A dealer is shown laying out cards on a table while other people's hands are shown on the side.,hands,on side of,people
440,219,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,13.77,23.36, The person then lays out cards while another person lays out their chips.,person,lay out,cards
441,220,v_huFuRGoZt9I,https://www.youtube.com/watch?v=huFuRGoZt9I,23.36,13.77,23.36, The person then lays out cards while another person lays out their chips.,person,lay out,chips
442,221,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,people,is,outside
443,221,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,people,with,equipment
444,221,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,equipment,is,running
445,221,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,numbers,pin to,equipment
446,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,people,jog at,pace
447,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,people,is,5
448,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,people,is,6
449,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,pace,is,slow
450,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,pace,is,5
451,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,pace,is,6
452,222,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,0,40.86,Several people are outside with running equipment and numbers pinned to them jogging at a slow pace at what seams to be a Marathon or a 5k.,pace,is,marathon
453,223,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,40.86,138.02,"A lady dressed in all black however,seems to be the focal point throughout the video and she is walking at an extremely slow pace for the whole time.",lady,is,dressed
454,223,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,40.86,138.02,"A lady dressed in all black however,seems to be the focal point throughout the video and she is walking at an extremely slow pace for the whole time.",lady,is,black
455,223,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,40.86,138.02,"A lady dressed in all black however,seems to be the focal point throughout the video and she is walking at an extremely slow pace for the whole time.",lady,is,focal point
456,225,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,run through,city
457,225,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,is,4
458,225,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,is,7
459,225,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,is,8
460,225,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,is,9
461,226,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,on side of,people
462,226,v_CmEQjszPDrg,https://www.youtube.com/watch?v=CmEQjszPDrg,220.85,139.13,220.85,After the crowd is shown and more people are seen running through the city or even participating in a wheel chair as the people on the side cheer them on.,people,cheer,people
463,227,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,0,23.44,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.,background,is,blue
464,227,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,0,23.44,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.,man,stand in front of,background
465,228,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,0,23.44,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.,harmonicas,is,many
466,228,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,0,23.44,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.,harmonicas,show,he
467,228,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,0,23.44,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.,harmonicas,play,he
468,229,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,23.44,33.75, He is then shown speaking into the camera and going into detail with regards to the products features.,man,speak into,camera
469,229,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,23.44,33.75, He is then shown speaking into the camera and going into detail with regards to the products features.,man,go into detail with,features
470,230,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,32.81,45.95, He shows off how many he has in his coat and continues talking.,coat,have,coat
471,230,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,32.81,45.95, He shows off how many he has in his coat and continues talking.,man,show,coat
472,231,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,32.81,45.95, He shows off how many he has in his coat and continues talking.,man,talk,
473,232,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,45.95,151.91, He is then shown playing another harmonica as he gives instruction on it.,man,play,harmonica
474,233,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,45.95,151.91, He is then shown playing another harmonica as he gives instruction on it.,instruction,on,it
475,234,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,150.97,187.55," He speaks some more and shows his harmonica again as the video goes to an end title screen that reads Howcast original"".",harmonica,show,man
476,234,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,150.97,187.55," He speaks some more and shows his harmonica again as the video goes to an end title screen that reads Howcast original"".",man,speak,more
477,235,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,187.55,150.97,187.55," He speaks some more and shows his harmonica again as the video goes to an end title screen that reads Howcast original"".",title screen,read,howcast original
478,236,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,0,31.51,A boy wearing white shorts is standing in a room.,boy,wear,shorts
479,236,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,0,31.51,A boy wearing white shorts is standing in a room.,boy,stand in,room
480,236,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,0,31.51,A boy wearing white shorts is standing in a room.,shorts,is,white
481,237,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,7.15,7.8, He puts something in his mouth.,mouth,is,mouth
482,237,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,7.15,7.8, He puts something in his mouth.,man,put,mouth
483,238,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,15.59,16.56, He kicks his legs up to the side.,legs,is,2
484,238,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,15.59,16.56, He kicks his legs up to the side.,legs,is,side
485,238,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,15.59,16.56, He kicks his legs up to the side.,legs,is,up
486,238,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,15.59,16.56, He kicks his legs up to the side.,legs,is,kicked
487,239,v_Zd22n1caVgM,https://www.youtube.com/watch?v=Zd22n1caVgM,32.49,21.12,26.63, The kneels down onto the ground.,person,kneel down onto,ground
488,240,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,0,119.04,A small group of people are seen sitting on the side and lead into two people dancing together.,people,sit on side of,group
489,241,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,0,119.04,A small group of people are seen sitting on the side and lead into two people dancing together.,people,dance together,
490,242,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,53.86,169.42, The people continue dancing along the floor and end by clapping with the band.,dancers,dance along,floor
491,243,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,53.86,169.42, The people continue dancing along the floor and end by clapping with the band.,dancers,end by,clap
492,243,v_ZKP5J7OKEvI,https://www.youtube.com/watch?v=ZKP5J7OKEvI,173.77,53.86,169.42, The people continue dancing along the floor and end by clapping with the band.,dancers,with,band
493,244,v_44BfVJnhBgc,https://www.youtube.com/watch?v=44BfVJnhBgc,169.91,0,159.72,A runner tests a prosthetic leg in a long distance run.,runner,test,prosthetic leg
494,244,v_44BfVJnhBgc,https://www.youtube.com/watch?v=44BfVJnhBgc,169.91,0,159.72,A runner tests a prosthetic leg in a long distance run.,runner,in,long distance run
495,245,v_44BfVJnhBgc,https://www.youtube.com/watch?v=44BfVJnhBgc,169.91,65.41,159.72, He runs inside then runs outside.,man,run inside,
496,246,v_44BfVJnhBgc,https://www.youtube.com/watch?v=44BfVJnhBgc,169.91,65.41,159.72, He runs inside then runs outside.,man,run outside,
497,247,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,0,14.63,A small group of people are seen wandering around a tennis court hitting a ball over the net.,people,is,small
498,247,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,0,14.63,A small group of people are seen wandering around a tennis court hitting a ball over the net.,people,is,wandering around
499,247,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,0,14.63,A small group of people are seen wandering around a tennis court hitting a ball over the net.,people,on,tennis court
500,248,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,0,14.63,A small group of people are seen wandering around a tennis court hitting a ball over the net.,ball,hit over,net
501,249,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,14.86,37.06, The people hit the ball back and fourth while others watch on the side.,people,hit,ball
502,249,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,14.86,37.06, The people hit the ball back and fourth while others watch on the side.,people,hit,back
503,249,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,14.86,37.06, The people hit the ball back and fourth while others watch on the side.,people,hit,fourth
504,250,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,14.86,37.06, The people hit the ball back and fourth while others watch on the side.,people,watch on side of,others
505,251,v_VFOjLDa5VtA,https://www.youtube.com/watch?v=VFOjLDa5VtA,48.75,29.5,47.54, They continue to play the game as well as others.,people,play,game
506,252,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,0,40.86,A young girl introduces the video and explains what she will be doing to wood.,girl,introduce,video
507,253,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,0,40.86,A young girl introduces the video and explains what she will be doing to wood.,girl,explain,wood
508,254,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,48.34,94.65, She places a piece of bubblewrap and makes sure it covers around about half of the wood.,bubblewrap,is,piece
509,254,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,48.34,94.65, She places a piece of bubblewrap and makes sure it covers around about half of the wood.,bubblewrap,place,woman
510,255,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,48.34,94.65, She places a piece of bubblewrap and makes sure it covers around about half of the wood.,bubble wrap,cover,wood
511,256,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,107.58,125.97, She then covers the rest of the wood and walks across it like a plank.,wood,cover,rest of
512,257,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,107.58,125.97, She then covers the rest of the wood and walks across it like a plank.,woman,walk across,plank
513,257,v_O-zE1-Yw3w0,https://www.youtube.com/watch?v=O-zE1-Yw3w0,136.19,107.58,125.97, She then covers the rest of the wood and walks across it like a plank.,plank,is,wood
514,258,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,0,8.47,A man uses a large plastic blue bat.,bat,is,blue
515,258,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,0,8.47,A man uses a large plastic blue bat.,bat,is,plastic
516,258,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,0,8.47,A man uses a large plastic blue bat.,man,use,bat
517,259,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,11.97,50.54, He swings it at a pinata shaped like spongebob squarepants.,man,swing at,pinata
518,260,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,11.97,50.54, He swings it at a pinata shaped like spongebob squarepants.,pinata,is,shaped
519,260,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,11.97,50.54, He swings it at a pinata shaped like spongebob squarepants.,pinata,is,spongebob squarepants
520,261,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,52.58,58.41," He misses several times, and keeps swinging.",man,miss,times
521,262,v_LFeoVokXAFY,https://www.youtube.com/watch?v=LFeoVokXAFY,58.41,52.58,58.41," He misses several times, and keeps swinging.",man,swing,
522,263,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,8.47,12.71,Athletes throw a javelin during a competition.,athletes,throw,javelin
523,263,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,8.47,12.71,Athletes throw a javelin during a competition.,javelin,during,competition
524,264,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,13.92,37.52, A man practices his throwing stance walking and doing half throws without javeline.,man,walk,stance
525,264,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,13.92,37.52, A man practices his throwing stance walking and doing half throws without javeline.,man,have,throwing stance
526,265,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,13.92,37.52, A man practices his throwing stance walking and doing half throws without javeline.,half throws,perform,without
527,265,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,13.92,37.52, A man practices his throwing stance walking and doing half throws without javeline.,javeline,is,half
528,266,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,38.13,54.47, A man practices his throwing stance walking and doing half throws holding a javeline.,man,walk in,stance
529,266,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,38.13,54.47, A man practices his throwing stance walking and doing half throws holding a javeline.,stance,is,throwing
530,267,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,38.13,54.47, A man practices his throwing stance walking and doing half throws holding a javeline.,man,hold,javeline
531,267,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,38.13,54.47, A man practices his throwing stance walking and doing half throws holding a javeline.,man,perform,throw
532,268,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,56.29,61.13, The man swings a hammer.,man,swing,hammer
533,269,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,67.18,75.05, The man throws a weighted ball.,ball,is,weighted
534,269,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,67.18,75.05, The man throws a weighted ball.,man,throw,ball
535,270,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,89.56,113.18, Athletes train in a gym doing throwing motions on weighted cable machines.,athletes,train in,gym
536,271,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,89.56,113.18, Athletes train in a gym doing throwing motions on weighted cable machines.,machines,is,weighted
537,271,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,121.05,89.56,113.18, Athletes train in a gym doing throwing motions on weighted cable machines.,motions,perform on,machines
538,272,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,0,20.23,We see a person sharpen a knife on a sanding disc.,person,sharpen,knife
539,272,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,0,20.23,We see a person sharpen a knife on a sanding disc.,knife,on,sanding disc
540,273,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,7.4,15.1, The person touches it and turns it off.,person,touch,it
541,273,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,7.4,15.1, The person touches it and turns it off.,person,turn off,it
542,274,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,16.25,30.51, The person turns it on and then off off.,person,turn on,on
543,274,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,16.25,30.51, The person turns it on and then off off.,person,turn off,off
544,275,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,57.02,32.79,57.02, We see the man talking to the camera.,man,talk to,camera
545,276,v_Y_dtU10XIsg,https://www.youtube.com/watch?v=Y_dtU10XIsg,66.05,0,5.61,A close up of a crack is seen.,crack,is,close up
546,277,v_Y_dtU10XIsg,https://www.youtube.com/watch?v=Y_dtU10XIsg,66.05,6.94,42.61," A woman is outside, shoveling snow.",woman,outside,shovel
547,277,v_Y_dtU10XIsg,https://www.youtube.com/watch?v=Y_dtU10XIsg,66.05,6.94,42.61," A woman is outside, shoveling snow.",snow,on,woman
548,278,v_Y_dtU10XIsg,https://www.youtube.com/watch?v=Y_dtU10XIsg,66.05,46.56,66.05, A dog wags his tail as he tries to help.,dog,wag,tail
549,278,v_Y_dtU10XIsg,https://www.youtube.com/watch?v=Y_dtU10XIsg,66.05,46.56,66.05, A dog wags his tail as he tries to help.,dog,try to help,dog
550,279,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,0,23.37,People exercise on fitness machines while people sits on front and watch.,people,exercise on,fitness machines
551,280,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,0,23.37,People exercise on fitness machines while people sits on front and watch.,people,sit on,front
552,280,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,0,23.37,People exercise on fitness machines while people sits on front and watch.,people,watch,front
553,281,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,11.68,21.62, A man pass on front holding a jacket and stand next a TV.,man,hold,jacket
554,281,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,11.68,21.62, A man pass on front holding a jacket and stand next a TV.,man,pass on front of,man
555,282,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,11.68,21.62, A man pass on front holding a jacket and stand next a TV.,man,stand next to,TV
556,283,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,21.62,23.37, A group of woman walk on front people exercising.,people,is,exercising
557,283,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,21.62,23.37, A group of woman walk on front people exercising.,people,is,front
558,283,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,21.62,23.37, A group of woman walk on front people exercising.,women,is,group of
559,283,v_x4iCAIPRDVQ,https://www.youtube.com/watch?v=x4iCAIPRDVQ,23.37,21.62,23.37, A group of woman walk on front people exercising.,women,walk on,people
560,284,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,0,99.01,"A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks.",bagpipes,in,living room
561,284,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,0,99.01,"A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks.",bagpipes,at bottom of,stairs
562,285,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,0,99.01,"A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks.",man,wear,pants
563,285,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,0,99.01,"A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks.",man,wear,socks
564,285,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,0,99.01,"A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks.",pants,is,dress
565,285,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,0,99.01,"A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks.",pants,is,button up
566,286,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",foot,tap along with,tune
567,286,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",foot,is,2
568,286,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",tune,is,2
569,287,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",foot,is,left
570,287,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",foot,is,right
571,287,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",foot,tap with,foot
572,287,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,99.69,132.69," He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot.",foot,is,back
573,288,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,133.36,134.72," He finishes, and smiles at the camera.",man,smile at,camera
